"","lemma_morphit","form_1ps_ind","fonroot_1ps_ind","conj","form_3ps_ind","fonroot_3ps_ind","form_1ps_sub","fonroot_1ps_sub","L_morph"
"328","ammonticchiare","ammonticchio","ammontikki","are","ammonticchia","ammontikki","ammonticchi","ammontikki",0
"329","ammorbare","ammorbo","ammorb","are","ammorba","ammorb","ammorbi","ammorb",0
"330","ammortare","ammorto","ammort","are","ammorta","ammort","ammorti","ammort",0
"331","ammortizzare","ammortizzo","ammortizz","are","ammortizza","ammortizz","ammortizzi","ammortizz",0
"332","ammosciare","ammoscio","ammoSS","are","ammoscia","ammoSS","ammosci","ammoSS",0
"333","ammucchiare","ammucchio","ammukki","are","ammucchia","ammukki","ammucchi","ammukk",0
"334","ammucchiare","ammucchio","ammukki","are","ammucchia","ammukki","ammucchi","ammukki",0
"335","ammutinare","ammutino","ammutin","are","ammutina","ammutin","ammutini","ammutin",0
"336","amnistiare","amnistio","amnisti","are","amnistia","amnisti","amnisti","amnisti",0
"337","amnistiare","amnistio","amnisti","are","amnistia","amnisti","amnisti","amnist",0
"338","amoreggiare","amoreggio","amoreddG","are","amoreggia","amoreddG","amoreggi","amoreddG",0
"339","ampliare","amplio","ampli","are","amplia","ampli","ampli","ampli",0
"340","ampliare","amplio","ampli","are","amplia","ampli","ampli","ampl",0
"341","amplificare","amplifico","amplifik","are","amplifica","amplifik","amplifichi","amplifikh",0
"342","amputare","amputo","amput","are","amputa","amput","amputi","amput",0
"343","anagrammare","anagrammo","anagramm","are","anagramma","anagramm","anagrammi","anagramm",0
"344","analizzare","analizzo","analizz","are","analizza","analizz","analizzi","analizz",0
"345","anastomizzare","anastomizzo","anastomizz","are","anastomizza","anastomizz","anastomizzi","anastomizz",0
"346","anatemizzare","anatemizzo","anatemizz","are","anatemizza","anatemizz","anatemizzi","anatemizz",0
"347","anatomizzare","anatomizzo","anatomizz","are","anatomizza","anatomizz","anatomizzi","anatomizz",0
"348","ancheggiare","ancheggio","ankheddG","are","ancheggia","ankheddG","ancheggi","ankheddG",0
"349","anchilosare","anchiloso","ankhilos","are","anchilosa","ankhilos","anchilosi","ankhilos",0
"350","ancorare","ancoro","ankor","are","ancora","ankor","ancori","ankor",0
"351","andare","vado","vad","are","va","v","vada","vad",1
"352","anelare","anelo","anel","are","anela","anel","aneli","anel",0
"353","anestetizzare","anestetizzo","anestetizz","are","anestetizza","anestetizz","anestetizzi","anestetizz",0
"354","anfanare","anfano","anfan","are","anfana","anfan","anfani","anfan",0
"355","angariare","angario","angari","are","angaria","angari","angari","angari",0
"356","angariare","angario","angari","are","angaria","angari","angari","angar",0
"357","anglicizzare","anglicizzo","anLLtSizz","are","anglicizza","anLLtSizz","anglicizzi","anLLtSizz",0
"358","angolare","angolo","angol","are","angola","angol","angoli","angol",0
"359","angosciare","angoscio","angoSS","are","angoscia","angoSS","angosci","angoSS",0
"360","angustiare","angustio","angusti","are","angustia","angusti","angusti","angust",0
"361","angustiare","angustio","angusti","are","angustia","angusti","angusti","angusti",0
"362","animare","animo","anim","are","anima","anim","animi","anim",0
"363","annacquare","annacquo","annakqu","are","annacqua","annakqu","annacqui","annakqu",0
"364","annaffiare","annaffio","annaffi","are","annaffia","annaffi","annaffi","annaff",0
"365","annaffiare","annaffio","annaffi","are","annaffia","annaffi","annaffi","annaffi",0
"366","annaspare","annaspo","annasp","are","annaspa","annasp","annaspi","annasp",0
"367","annebbiare","annebbio","annebbi","are","annebbia","annebbi","annebbi","annebb",0
"368","annebbiare","annebbio","annebbi","are","annebbia","annebbi","annebbi","annebbi",0
"369","annegare","annego","anneg","are","annega","anneg","anneghi","annegh",0
"370","annichilare","annichilo","annikhil","are","annichila","annikhil","annichili","annikhil",0
"371","annidare","annido","annid","are","annida","annid","annidi","annid",0
"372","annientare","anniento","annient","are","annienta","annient","annienti","annient",0
"373","annodare","annodo","annod","are","annoda","annod","annodi","annod",0
"374","annoiare","annoio","annoi","are","annoia","annoi","annoi","annoi",0
"375","annoiare","annoio","annoi","are","annoia","annoi","annoi","anno",0
"376","annotare","annoto","annot","are","annota","annot","annoti","annot",0
"377","annottare","annotto","annott","are","annotta","annott","annotti","annott",0
"378","annoverare","annovero","annover","are","annovera","annover","annoveri","annover",0
"379","annualizzare","annualizzo","annualizz","are","annualizza","annualizz","annualizzi","annualizz",0
"380","annullare","annullo","annull","are","annulla","annull","annulli","annull",0
"381","annunciare","annuncio","annuntS","are","annuncia","annuntS","annunci","annuntS",0
"382","annunziare","annunzio","annunzi","are","annunzia","annunzi","annunzi","annunz",0
"383","annunziare","annunzio","annunzi","are","annunzia","annunzi","annunzi","annunzi",0
"384","annusare","annuso","annus","are","annusa","annus","annusi","annus",0
"385","annuvolare","annuvolo","annuvol","are","annuvola","annuvol","annuvoli","annuvol",0
"386","anodizzare","anodizzo","anodizz","are","anodizza","anodizz","anodizzi","anodizz",0
"387","ansare","anso","ans","are","ansa","ans","ansi","ans",0
"388","ansimare","ansimo","ansim","are","ansima","ansim","ansimi","ansim",0
"389","anticipare","anticipo","antitSip","are","anticipa","antitSip","anticipi","antitSip",0
"390","antidatare","antidato","antidat","are","antidata","antidat","antidati","antidat",0
"391","antitubercolare","antitubercolo","antituberkol","are","antitubercola","antituberkol","antitubercoli","antituberkol",0
"392","antropomorfizzare","antropomorfizzo","antropomorfizz","are","antropomorfizza","antropomorfizz","antropomorfizzi","antropomorfizz",0
"393","apocopare","apocopo","apokop","are","apocopa","apokop","apocopi","apokop",0
"394","apostatare","apostato","apostat","are","apostata","apostat","apostati","apostat",0
"395","apostrofare","apostrofo","apostrof","are","apostrofa","apostrof","apostrofi","apostrof",0
"396","appagare","appago","appag","are","appaga","appag","appaghi","appagh",0
"397","appaiare","appaio","appai","are","appaia","appai","appai","appa",0
"398","appaiare","appaio","appai","are","appaia","appai","appai","appai",0
"399","appallottolare","appallottolo","appallottol","are","appallottola","appallottol","appallottoli","appallottol",0
"400","appaltare","appalto","appalt","are","appalta","appalt","appalti","appalt",0
"401","appannare","appanno","appann","are","appanna","appann","appanni","appann",0
"402","apparecchiare","apparecchio","apparekki","are","apparecchia","apparekki","apparecchi","apparekki",0
"403","apparecchiare","apparecchio","apparekki","are","apparecchia","apparekki","apparecchi","apparekk",0
"404","apparentare","apparento","apparent","are","apparenta","apparent","apparenti","apparent",0
"405","appartare","apparto","appart","are","apparta","appart","apparti","appart",0
"406","appassionare","appassiono","appassion","are","appassiona","appassion","appassioni","appassion",0
"407","appellare","appello","appell","are","appella","appell","appelli","appell",0
"408","appestare","appesto","appest","are","appesta","appest","appesti","appest",0
"409","appezzare","appezzo","appezz","are","appezza","appezz","appezzi","appezz",0
"410","appianare","appiano","appian","are","appiana","appian","appiani","appian",0
"411","appiattare","appiatto","appiatt","are","appiatta","appiatt","appiatti","appiatt",0
"412","appiccare","appicco","appikk","are","appicca","appikk","appicchi","appikk",0
"413","appiccicare","appiccico","appittSik","are","appiccica","appittSik","appiccichi","appittSikh",0
"414","appiedare","appiedo","appied","are","appieda","appied","appiedi","appied",0
"415","appigliare","appiglio","appiLL","are","appiglia","appiLL","appigli","appiLL",0
"416","appioppare","appioppo","appiopp","are","appioppa","appiopp","appioppi","appiopp",0
"417","appisolare","appisolo","appisol","are","appisola","appisol","appisoli","appisol",0
"418","applicare","applico","applik","are","applica","applik","applichi","applikh",0
"419","appoggiare","appoggio","appoddG","are","appoggia","appoddG","appoggi","appoddG",0
"420","appollaiare","appollaio","appollai","are","appollaia","appollai","appollai","appollai",0
"421","appollaiare","appollaio","appollai","are","appollaia","appollai","appollai","appolla",0
"422","appontare","apponto","appont","are","apponta","appont","apponti","appont",0
"423","apportare","apporto","apport","are","apporta","apport","apporti","apport",0
"424","appostare","apposto","appost","are","apposta","appost","apposti","appost",0
"425","appressare","appresso","appress","are","appressa","appress","appressi","appress",0
"426","apprestare","appresto","apprest","are","appresta","apprest","appresti","apprest",0
"427","apprettare","appretto","apprett","are","appretta","apprett","appretti","apprett",0
"428","apprezzare","apprezzo","apprezz","are","apprezza","apprezz","apprezzi","apprezz",0
"429","approdare","approdo","approd","are","approda","approd","approdi","approd",0
"430","approfittare","approfitto","approfitt","are","approfitta","approfitt","approfitti","approfitt",0
"431","approntare","appronto","appront","are","appronta","appront","appronti","appront",0
"432","appropinquare","appropinquo","appropinqu","are","appropinqua","appropinqu","appropinqui","appropinqu",0
"433","appropriare","approprio","appropri","are","appropria","appropri","appropri","appropr",0
"434","appropriare","approprio","appropri","are","appropria","appropri","appropri","appropri",0
"435","approssimare","approssimo","approssim","are","approssima","approssim","approssimi","approssim",0
"436","approvare","approvo","approv","are","approva","approv","approvi","approv",0
"437","approvvigionare","approvvigiono","approvvidGon","are","approvvigiona","approvvidGon","approvvigioni","approvvidGon",0
"438","appruare","appruo","appru","are","apprua","appru","apprui","appru",0
"439","appuntare","appunto","appunt","are","appunta","appunt","appunti","appunt",0
"440","appurare","appuro","appur","are","appura","appur","appuri","appur",0
"441","arabescare","arabesco","arabesk","are","arabesca","arabesk","arabeschi","arabesk",0
"442","arare","aro","ar","are","ara","ar","ari","ar",0
"443","arcaicizzare","arcaicizzo","arkaitSizz","are","arcaicizza","arkaitSizz","arcaicizzi","arkaitSizz",0
"444","arcaizzare","arcaizzo","arkaizz","are","arcaizza","arkaizz","arcaizzi","arkaizz",0
"445","architettare","architetto","arkhitett","are","architetta","arkhitett","architetti","arkhitett",0
"446","archiviare","archivio","arkhivi","are","archivia","arkhivi","archivi","arkhiv",0
"447","archiviare","archivio","arkhivi","are","archivia","arkhivi","archivi","arkhivi",0
"448","arcuare","arcuo","arku","are","arcua","arku","arcui","arku",0
"449","arenare","areno","aren","are","arena","aren","areni","aren",0
"450","argentare","argento","ardGent","are","argenta","ardGent","argenti","ardGent",0
"451","arginare","argino","ardGin","are","argina","ardGin","argini","ardGin",0
"452","argomentare","argomento","argoment","are","argomenta","argoment","argomenti","argoment",0
"453","arieggiare","arieggio","arieddG","are","arieggia","arieddG","arieggi","arieddG",0
"454","armamentare","armamento","armament","are","armamenta","armament","armamenti","armament",0
"455","armare","armo","arm","are","arma","arm","armi","arm",0
"456","armeggiare","armeggio","armeddG","are","armeggia","armeddG","armeggi","armeddG",0
"457","armonizzare","armonizzo","armonizz","are","armonizza","armonizz","armonizzi","armonizz",0
"458","aromatizzare","aromatizzo","aromatizz","are","aromatizza","aromatizz","aromatizzi","aromatizz",0
"459","arpeggiare","arpeggio","arpeddG","are","arpeggia","arpeddG","arpeggi","arpeddG",0
"460","arpionare","arpiono","arpion","are","arpiona","arpion","arpioni","arpion",0
"461","arrabattare","arrabatto","arrabatt","are","arrabatta","arrabatt","arrabatti","arrabatt",0
"462","arrabbiare","arrabbio","arrabbi","are","arrabbia","arrabbi","arrabbi","arrabb",0
"463","arrabbiare","arrabbio","arrabbi","are","arrabbia","arrabbi","arrabbi","arrabbi",0
"464","arraffare","arraffo","arraff","are","arraffa","arraff","arraffi","arraff",0
"465","arrampicare","arrampico","arrampik","are","arrampica","arrampik","arrampichi","arrampikh",0
"466","arrancare","arranco","arrank","are","arranca","arrank","arranchi","arrankh",0
"467","arrangiare","arrangio","arrandG","are","arrangia","arrandG","arrangi","arrandG",0
"468","arrecare","arreco","arrek","are","arreca","arrek","arrechi","arrekh",0
"469","arredare","arredo","arred","are","arreda","arred","arredi","arred",0
"470","arrembare","arrembo","arremb","are","arremba","arremb","arrembi","arremb",0
"471","arrestare","arresto","arrest","are","arresta","arrest","arresti","arrest",0
"472","arretrare","arretro","arretr","are","arretra","arretr","arretri","arretr",0
"473","arricciare","arriccio","arrittS","are","arriccia","arrittS","arricci","arrittS",0
"474","arricciolare","arricciolo","arrittSol","are","arricciola","arrittSol","arriccioli","arrittSol",0
"475","arringare","arringo","arring","are","arringa","arring","arringhi","arringh",0
"476","arrischiare","arrischio","arriski","are","arrischia","arriski","arrischi","arrisk",0
"477","arrischiare","arrischio","arriski","are","arrischia","arriski","arrischi","arriski",0
"478","arrivare","arrivo","arriv","are","arriva","arriv","arrivi","arriv",0
"479","arroccare","arrocco","arrokk","are","arrocca","arrokk","arrocchi","arrokk",0
"480","arrogare","arrogo","arrog","are","arroga","arrog","arroghi","arrogh",0
"481","arrossare","arrosso","arross","are","arrossa","arross","arrossi","arross",0
"482","arrotare","arroto","arrot","are","arrota","arrot","arroti","arrot",0
"483","arrotolare","arrotolo","arrotol","are","arrotola","arrotol","arrotoli","arrotol",0
"484","arrotondare","arrotondo","arrotond","are","arrotonda","arrotond","arrotondi","arrotond",0
"485","arrovellare","arrovello","arrovell","are","arrovella","arrovell","arrovelli","arrovell",0
"486","arroventare","arrovento","arrovent","are","arroventa","arrovent","arroventi","arrovent",0
"487","arrovesciare","arrovescio","arroveSS","are","arrovescia","arroveSS","arrovesci","arroveSS",0
"488","arruffare","arruffo","arruff","are","arruffa","arruff","arruffi","arruff",0
"489","arruolare","arruolo","arruol","are","arruola","arruol","arruoli","arruol",0
"490","articolare","articolo","artikol","are","articola","artikol","articoli","artikol",0
"491","artigliare","artiglio","artiLL","are","artiglia","artiLL","artigli","artiLL",0
"492","arzigogolare","arzigogolo","arzigogol","are","arzigogola","arzigogol","arzigogoli","arzigogol",0
"493","asciugare","asciugo","aSSug","are","asciuga","aSSug","asciughi","aSSugh",0
"494","ascoltare","ascolto","askolt","are","ascolta","askolt","ascolti","askolt",0
"495","asfaltare","asfalto","asfalt","are","asfalta","asfalt","asfalti","asfalt",0
"496","asfissiare","asfissio","asfissi","are","asfissia","asfissi","asfissi","asfiss",0
"497","asfissiare","asfissio","asfissi","are","asfissia","asfissi","asfissi","asfissi",0
"498","aspettare","aspetto","aspett","are","aspetta","aspett","aspetti","aspett",0
"499","aspirare","aspiro","aspir","are","aspira","aspir","aspiri","aspir",0
"500","asportare","asporto","asport","are","asporta","asport","asporti","asport",0
"501","assaggiare","assaggio","assaddG","are","assaggia","assaddG","assaggi","assaddG",0
"502","assaltare","assalto","assalt","are","assalta","assalt","assalti","assalt",0
"503","assaporare","assaporo","assapor","are","assapora","assapor","assapori","assapor",0
"504","assassinare","assassino","assassin","are","assassina","assassin","assassini","assassin",0
"505","assecondare","assecondo","assekond","are","asseconda","assekond","assecondi","assekond",0
"506","assediare","assedio","assedi","are","assedia","assedi","assedi","assed",0
"507","assediare","assedio","assedi","are","assedia","assedi","assedi","assedi",0
"508","assegnare","assegno","asseNN","are","assegna","asseNN","assegni","asseNN",0
