"","lemma_morphit","form_1ps_ind","fonform_1ps_ind","fonroot_1ps_ind","pal_end_1ps_ind","conj","inf_root","pal_end_inf","form_3ps_ind","fonform_3ps_ind","fonroot_3ps_ind","pal_end_3ps_ind","form_1pp_ind","fonform_1pp_ind","fonroot_1pp_ind","pal_end_1pp_ind","form_1ps_sub","fonform_1ps_sub","fonroot_1ps_sub","pal_end_1ps_sub","L_morph","indpres_1s_eq_inf","fonroot_noinc_1ps_ind"
"2784","pennelleggiare","pennelleggio","pennelleddGo","pennelleddG","dG","are","pennelleddG","dG","pennelleggia","pennelleddGa","pennelleddG","dG","pennelleggiamo","pennelleddGamo","pennelleddG","dG","pennelleggi","pennelleddGi","pennelleddG","dG",0,1,"-"
"2785","pensare","penso","penso","pens","-","are","pens","-","pensa","pensa","pens","-","pensiamo","pensiamo","pens","-","pensi","pensi","pens","-",0,1,"-"
"2786","pensionare","pensiono","pensiono","pension","-","are","pension","-","pensiona","pensiona","pension","-","pensioniamo","pensioniamo","pension","-","pensioni","pensioni","pension","-",0,1,"-"
"2787","penzolare","penzolo","penzolo","penzol","-","are","penzol","-","penzola","penzola","penzol","-","penzoliamo","penzoliamo","penzol","-","penzoli","penzoli","penzol","-",0,1,"-"
"2788","pepare","pepo","pepo","pep","-","are","pep","-","pepa","pepa","pep","-","pepiamo","pepiamo","pep","-","pepi","pepi","pep","-",0,1,"-"
"2789","percentualizzare","percentualizzo","pertSentualizzo","pertSentualizz","-","are","pertSentualizz","-","percentualizza","pertSentualizza","pertSentualizz","-","percentualizziamo","pertSentualizziamo","pertSentualizz","-","percentualizzi","pertSentualizzi","pertSentualizz","-",0,1,"-"
"2790","percolare","percolo","perkolo","perkol","-","are","perkol","-","percola","perkola","perkol","-","percoliamo","perkoliamo","perkol","-","percoli","perkoli","perkol","-",0,1,"-"
"2791","perdonare","perdono","perdono","perdon","-","are","perdon","-","perdona","perdona","perdon","-","perdoniamo","perdoniamo","perdon","-","perdoni","perdoni","perdon","-",0,1,"-"
"2792","perdurare","perduro","perduro","perdur","-","are","perdur","-","perdura","perdura","perdur","-","perduriamo","perduriamo","perdur","-","perduri","perduri","perdur","-",0,1,"-"
"2793","peregrinare","peregrino","peregrino","peregrin","-","are","peregrin","-","peregrina","peregrina","peregrin","-","peregriniamo","peregriniamo","peregrin","-","peregrini","peregrini","peregrin","-",0,1,"-"
"2794","perequare","perequo","perequo","perequ","-","are","perequ","-","perequa","perequa","perequ","-","perequiamo","perequiamo","perequ","-","perequi","perequi","perequ","-",0,1,"-"
"2795","perfezionare","perfeziono","perfeziono","perfezion","-","are","perfezion","-","perfeziona","perfeziona","perfezion","-","perfezioniamo","perfezioniamo","perfezion","-","perfezioni","perfezioni","perfezion","-",0,1,"-"
"2796","perforare","perforo","perforo","perfor","-","are","perfor","-","perfora","perfora","perfor","-","perforiamo","perforiamo","perfor","-","perfori","perfori","perfor","-",0,1,"-"
"2797","pericolare","pericolo","perikolo","perikol","-","are","perikol","-","pericola","perikola","perikol","-","pericoliamo","perikoliamo","perikol","-","pericoli","perikoli","perikol","-",0,1,"-"
"2798","perifrasare","perifraso","perifraso","perifras","-","are","perifras","-","perifrasa","perifrasa","perifras","-","perifrasiamo","perifrasiamo","perifras","-","perifrasi","perifrasi","perifras","-",0,1,"-"
"2799","periodare","periodo","periodo","period","-","are","period","-","perioda","perioda","period","-","periodiamo","periodiamo","period","-","periodi","periodi","period","-",0,1,"-"
"2800","periodizzare","periodizzo","periodizzo","periodizz","-","are","periodizz","-","periodizza","periodizza","periodizz","-","periodizziamo","periodizziamo","periodizz","-","periodizzi","periodizzi","periodizz","-",0,1,"-"
"2801","peritare","perito","perito","perit","-","are","perit","-","perita","perita","perit","-","peritiamo","peritiamo","perit","-","periti","periti","perit","-",0,1,"-"
"2802","periziare","perizio","perizio","perizi","-","are","perizi","-","perizia","perizia","perizi","-","periziamo","periziamo","perizi","-","perizi","perizi","periz","-",0,1,"-"
"2803","perlustrare","perlustro","perlustro","perlustr","-","are","perlustr","-","perlustra","perlustra","perlustr","-","perlustriamo","perlustriamo","perlustr","-","perlustri","perlustri","perlustr","-",0,1,"-"
"2804","permeare","permeo","permeo","perme","-","are","perme","-","permea","permea","perme","-","permeiamo","permeiamo","perme","-","permei","permei","perme","-",0,1,"-"
"2805","permutare","permuto","permuto","permut","-","are","permut","-","permuta","permuta","permut","-","permutiamo","permutiamo","permut","-","permuti","permuti","permut","-",0,1,"-"
"2806","pernottare","pernotto","pernotto","pernott","-","are","pernott","-","pernotta","pernotta","pernott","-","pernottiamo","pernottiamo","pernott","-","pernotti","pernotti","pernott","-",0,1,"-"
"2807","perorare","peroro","peroro","peror","-","are","peror","-","perora","perora","peror","-","peroriamo","peroriamo","peror","-","perori","perori","peror","-",0,1,"-"
"2808","perpetrare","perpetro","perpetro","perpetr","-","are","perpetr","-","perpetra","perpetra","perpetr","-","perpetriamo","perpetriamo","perpetr","-","perpetri","perpetri","perpetr","-",0,1,"-"
"2809","perpetuare","perpetuo","perpetuo","perpetu","-","are","perpetu","-","perpetua","perpetua","perpetu","-","perpetuiamo","perpetuiamo","perpetu","-","perpetui","perpetui","perpetu","-",0,1,"-"
"2810","perscrutare","perscruto","perskruto","perskrut","-","are","perskrut","-","perscruta","perskruta","perskrut","-","perscrutiamo","perskrutiamo","perskrut","-","perscruti","perskruti","perskrut","-",0,1,"-"
"2811","perseguitare","perseguito","perseguito","perseguit","-","are","perseguit","-","perseguita","perseguita","perseguit","-","perseguitiamo","perseguitiamo","perseguit","-","perseguiti","perseguiti","perseguit","-",0,1,"-"
"2812","perseverare","persevero","persevero","persever","-","are","persever","-","persevera","persevera","persever","-","perseveriamo","perseveriamo","persever","-","perseveri","perseveri","persever","-",0,1,"-"
"2813","personalizzare","personalizzo","personalizzo","personalizz","-","are","personalizz","-","personalizza","personalizza","personalizz","-","personalizziamo","personalizziamo","personalizz","-","personalizzi","personalizzi","personalizz","-",0,1,"-"
"2814","personificare","personifico","personifiko","personifik","k","are","personifik","k","personifica","personifika","personifik","k","personifichiamo","personifikiamo","personifik","k","personifichi","personifiki","personifik","k",0,1,"-"
"2815","perturbare","perturbo","perturbo","perturb","-","are","perturb","-","perturba","perturba","perturb","-","perturbiamo","perturbiamo","perturb","-","perturbi","perturbi","perturb","-",0,1,"-"
"2816","pesare","peso","peso","pes","-","are","pes","-","pesa","pesa","pes","-","pesiamo","pesiamo","pes","-","pesi","pesi","pes","-",0,1,"-"
"2817","pescare","pesco","pesko","pesk","k","are","pesk","k","pesca","peska","pesk","k","peschiamo","peskiamo","pesk","k","peschi","peski","pesk","k",0,1,"-"
"2818","pestare","pesto","pesto","pest","-","are","pest","-","pesta","pesta","pest","-","pestiamo","pestiamo","pest","-","pesti","pesti","pest","-",0,1,"-"
"2819","pesticciare","pesticcio","pestittSo","pestittS","tS","are","pestittS","tS","pesticcia","pestittSa","pestittS","tS","pesticciamo","pestittSamo","pestittS","tS","pesticci","pestittSi","pestittS","tS",0,1,"-"
"2820","pettegolare","pettegolo","pettegolo","pettegol","-","are","pettegol","-","pettegola","pettegola","pettegol","-","pettegoliamo","pettegoliamo","pettegol","-","pettegoli","pettegoli","pettegol","-",0,1,"-"
"2821","pettinare","pettino","pettino","pettin","-","are","pettin","-","pettina","pettina","pettin","-","pettiniamo","pettiniamo","pettin","-","pettini","pettini","pettin","-",0,1,"-"
"2822","piagare","piago","piago","piag","g","are","piag","g","piaga","piaga","piag","g","piaghiamo","piagiamo","piag","g","piaghi","piagi","piag","g",0,1,"-"
"2823","piaggiare","piaggio","piaddGo","piaddG","dG","are","piaddG","dG","piaggia","piaddGa","piaddG","dG","piaggiamo","piaddGamo","piaddG","dG","piaggi","piaddGi","piaddG","dG",0,1,"-"
"2824","piagnucolare","piagnucolo","piaNNukolo","piaNNukol","-","are","piaNNukol","-","piagnucola","piaNNukola","piaNNukol","-","piagnucoliamo","piaNNukoliamo","piaNNukol","-","piagnucoli","piaNNukoli","piaNNukol","-",0,1,"-"
"2825","piallare","piallo","piallo","piall","-","are","piall","-","pialla","pialla","piall","-","pialliamo","pialliamo","piall","-","pialli","pialli","piall","-",0,1,"-"
"2826","pianeggiare","pianeggio","pianeddGo","pianeddG","dG","are","pianeddG","dG","pianeggia","pianeddGa","pianeddG","dG","pianeggiamo","pianeddGamo","pianeddG","dG","pianeggi","pianeddGi","pianeddG","dG",0,1,"-"
"2827","pianificare","pianifico","pianifiko","pianifik","k","are","pianifik","k","pianifica","pianifika","pianifik","k","pianifichiamo","pianifikiamo","pianifik","k","pianifichi","pianifiki","pianifik","k",0,1,"-"
"2828","piantare","pianto","pianto","piant","-","are","piant","-","pianta","pianta","piant","-","piantiamo","piantiamo","piant","-","pianti","pianti","piant","-",0,1,"-"
"2829","piantonare","piantono","piantono","pianton","-","are","pianton","-","piantona","piantona","pianton","-","piantoniamo","piantoniamo","pianton","-","piantoni","piantoni","pianton","-",0,1,"-"
"2830","piare","pio","pio","pi","-","are","pi","-","pia","pia","pi","-","piamo","piamo","pi","-","pi","pi","p","-",0,1,"-"
"2831","piastrellare","piastrello","piastrello","piastrell","-","are","piastrell","-","piastrella","piastrella","piastrell","-","piastrelliamo","piastrelliamo","piastrell","-","piastrelli","piastrelli","piastrell","-",0,1,"-"
"2832","piattonare","piattono","piattono","piatton","-","are","piatton","-","piattona","piattona","piatton","-","piattoniamo","piattoniamo","piatton","-","piattoni","piattoni","piatton","-",0,1,"-"
"2833","piazzare","piazzo","piazzo","piazz","-","are","piazz","-","piazza","piazza","piazz","-","piazziamo","piazziamo","piazz","-","piazzi","piazzi","piazz","-",0,1,"-"
"2834","piccare","picco","pikko","pikk","k","are","pikk","k","picca","pikka","pikk","k","picchiamo","pikkiamo","pikk","k","picchi","pikki","pikk","k",0,1,"-"
"2835","picchettare","picchetto","pikketto","pikkett","-","are","pikkett","-","picchetta","pikketta","pikkett","-","picchettiamo","pikkettiamo","pikkett","-","picchetti","pikketti","pikkett","-",0,1,"-"
"2836","picchiare","picchio","pikkio","pikki","-","are","pikki","-","picchia","pikkia","pikki","-","picchiamo","pikkiamo","pikki","-","picchi","pikki","pikk","k",0,1,"-"
"2837","picchiettare","picchietto","pikkietto","pikkiett","-","are","pikkiett","-","picchietta","pikkietta","pikkiett","-","picchiettiamo","pikkiettiamo","pikkiett","-","picchietti","pikkietti","pikkiett","-",0,1,"-"
"2838","piegare","piego","piego","pieg","g","are","pieg","g","piega","piega","pieg","g","pieghiamo","piegiamo","pieg","g","pieghi","piegi","pieg","g",0,1,"-"
"2839","pieghettare","pieghetto","piegetto","piegett","-","are","piegett","-","pieghetta","piegetta","piegett","-","pieghettiamo","piegettiamo","piegett","-","pieghetti","piegetti","piegett","-",0,1,"-"
"2840","pietrificare","pietrifico","pietrifiko","pietrifik","k","are","pietrifik","k","pietrifica","pietrifika","pietrifik","k","pietrifichiamo","pietrifikiamo","pietrifik","k","pietrifichi","pietrifiki","pietrifik","k",0,1,"-"
"2841","pigiare","pigio","pidGo","pidG","dG","are","pidG","dG","pigia","pidGa","pidG","dG","pigiamo","pidGamo","pidG","dG","pigi","pidGi","pidG","dG",0,1,"-"
"2842","pigliare","piglio","piLLo","piLL","LL","are","piLL","LL","piglia","piLLa","piLL","LL","pigliamo","piLLamo","piLL","LL","pigli","piLLi","piLL","LL",0,1,"-"
"2843","pigmentare","pigmento","pigmento","pigment","-","are","pigment","-","pigmenta","pigmenta","pigment","-","pigmentiamo","pigmentiamo","pigment","-","pigmenti","pigmenti","pigment","-",0,1,"-"
"2844","pignorare","pignoro","piNNoro","piNNor","-","are","piNNor","-","pignora","piNNora","piNNor","-","pignoriamo","piNNoriamo","piNNor","-","pignori","piNNori","piNNor","-",0,1,"-"
"2845","pigolare","pigolo","pigolo","pigol","-","are","pigol","-","pigola","pigola","pigol","-","pigoliamo","pigoliamo","pigol","-","pigoli","pigoli","pigol","-",0,1,"-"
"2846","pillare","pillo","pillo","pill","-","are","pill","-","pilla","pilla","pill","-","pilliamo","pilliamo","pill","-","pilli","pilli","pill","-",0,1,"-"
"2847","pilotare","piloto","piloto","pilot","-","are","pilot","-","pilota","pilota","pilot","-","pilotiamo","pilotiamo","pilot","-","piloti","piloti","pilot","-",0,1,"-"
"2848","piluccare","pilucco","pilukko","pilukk","k","are","pilukk","k","pilucca","pilukka","pilukk","k","pilucchiamo","pilukkiamo","pilukk","k","pilucchi","pilukki","pilukk","k",0,1,"-"
"2849","pimentare","pimento","pimento","piment","-","are","piment","-","pimenta","pimenta","piment","-","pimentiamo","pimentiamo","piment","-","pimenti","pimenti","piment","-",0,1,"-"
"2850","pinzare","pinzo","pinzo","pinz","-","are","pinz","-","pinza","pinza","pinz","-","pinziamo","pinziamo","pinz","-","pinzi","pinzi","pinz","-",0,1,"-"
"2851","piombare","piombo","piombo","piomb","-","are","piomb","-","piomba","piomba","piomb","-","piombiamo","piombiamo","piomb","-","piombi","piombi","piomb","-",0,1,"-"
"2852","piotare","pioto","pioto","piot","-","are","piot","-","piota","piota","piot","-","piotiamo","piotiamo","piot","-","pioti","pioti","piot","-",0,1,"-"
"2853","piovigginare","pioviggino","pioviddGino","pioviddGin","-","are","pioviddGin","-","pioviggina","pioviddGina","pioviddGin","-","piovigginiamo","pioviddGiniamo","pioviddGin","-","pioviggini","pioviddGini","pioviddGin","-",0,1,"-"
"2854","pipare","pipo","pipo","pip","-","are","pip","-","pipa","pipa","pip","-","pipiamo","pipiamo","pip","-","pipi","pipi","pip","-",0,1,"-"
"2855","pipiare","pipio","pipio","pipi","-","are","pipi","-","pipia","pipia","pipi","-","pipiamo","pipiamo","pipi","-","pipi","pipi","pip","-",0,1,"-"
"2856","pirateggiare","pirateggio","pirateddGo","pirateddG","dG","are","pirateddG","dG","pirateggia","pirateddGa","pirateddG","dG","pirateggiamo","pirateddGamo","pirateddG","dG","pirateggi","pirateddGi","pirateddG","dG",0,1,"-"
"2857","piroettare","piroetto","piroetto","piroett","-","are","piroett","-","piroetta","piroetta","piroett","-","piroettiamo","piroettiamo","piroett","-","piroetti","piroetti","piroett","-",0,1,"-"
"2858","pisciare","piscio","piSSo","piSS","-","are","piSS","-","piscia","piSSa","piSS","-","pisciamo","piSSamo","piSS","-","pisci","piSSi","piSS","-",0,1,"-"
"2859","pisolare","pisolo","pisolo","pisol","-","are","pisol","-","pisola","pisola","pisol","-","pisoliamo","pisoliamo","pisol","-","pisoli","pisoli","pisol","-",0,1,"-"
"2860","pispigliare","pispiglio","pispiLLo","pispiLL","LL","are","pispiLL","LL","pispiglia","pispiLLa","pispiLL","LL","pispigliamo","pispiLLamo","pispiLL","LL","pispigli","pispiLLi","pispiLL","LL",0,1,"-"
"2861","pitoccare","pitocco","pitokko","pitokk","k","are","pitokk","k","pitocca","pitokka","pitokk","k","pitocchiamo","pitokkiamo","pitokk","k","pitocchi","pitokki","pitokk","k",0,1,"-"
"2862","pitturare","pitturo","pitturo","pittur","-","are","pittur","-","pittura","pittura","pittur","-","pitturiamo","pitturiamo","pittur","-","pitturi","pitturi","pittur","-",0,1,"-"
"2863","pizzicare","pizzico","pizziko","pizzik","k","are","pizzik","k","pizzica","pizzika","pizzik","k","pizzichiamo","pizzikiamo","pizzik","k","pizzichi","pizziki","pizzik","k",0,1,"-"
"2864","pizzicottare","pizzicotto","pizzikotto","pizzikott","-","are","pizzikott","-","pizzicotta","pizzikotta","pizzikott","-","pizzicottiamo","pizzikottiamo","pizzikott","-","pizzicotti","pizzikotti","pizzikott","-",0,1,"-"
"2865","placare","placo","plako","plak","k","are","plak","k","placa","plaka","plak","k","plachiamo","plakiamo","plak","k","plachi","plaki","plak","k",0,1,"-"
"2866","placcare","placco","plakko","plakk","k","are","plakk","k","placca","plakka","plakk","k","placchiamo","plakkiamo","plakk","k","placchi","plakki","plakk","k",0,1,"-"
"2867","plagiare","plagio","pladGo","pladG","dG","are","pladG","dG","plagia","pladGa","pladG","dG","plagiamo","pladGamo","pladG","dG","plagi","pladGi","pladG","dG",0,1,"-"
"2868","planare","plano","plano","plan","-","are","plan","-","plana","plana","plan","-","planiamo","planiamo","plan","-","plani","plani","plan","-",0,1,"-"
"2869","plasmare","plasmo","plasmo","plasm","-","are","plasm","-","plasma","plasma","plasm","-","plasmiamo","plasmiamo","plasm","-","plasmi","plasmi","plasm","-",0,1,"-"
"2870","plasticare","plastico","plastiko","plastik","k","are","plastik","k","plastica","plastika","plastik","k","plastichiamo","plastikiamo","plastik","k","plastichi","plastiki","plastik","k",0,1,"-"
"2871","plastificare","plastifico","plastifiko","plastifik","k","are","plastifik","k","plastifica","plastifika","plastifik","k","plastifichiamo","plastifikiamo","plastifik","k","plastifichi","plastifiki","plastifik","k",0,1,"-"
"2872","platinare","platino","platino","platin","-","are","platin","-","platina","platina","platin","-","platiniamo","platiniamo","platin","-","platini","platini","platin","-",0,1,"-"
"2873","plorare","ploro","ploro","plor","-","are","plor","-","plora","plora","plor","-","ploriamo","ploriamo","plor","-","plori","plori","plor","-",0,1,"-"
"2874","pluralizzare","pluralizzo","pluralizzo","pluralizz","-","are","pluralizz","-","pluralizza","pluralizza","pluralizz","-","pluralizziamo","pluralizziamo","pluralizz","-","pluralizzi","pluralizzi","pluralizz","-",0,1,"-"
"2875","poetare","poeto","poeto","poet","-","are","poet","-","poeta","poeta","poet","-","poetiamo","poetiamo","poet","-","poeti","poeti","poet","-",0,1,"-"
"2876","poeticizzare","poeticizzo","poetitSizzo","poetitSizz","-","are","poetitSizz","-","poeticizza","poetitSizza","poetitSizz","-","poeticizziamo","poetitSizziamo","poetitSizz","-","poeticizzi","poetitSizzi","poetitSizz","-",0,1,"-"
"2877","poggiare","poggio","poddGo","poddG","dG","are","poddG","dG","poggia","poddGa","poddG","dG","poggiamo","poddGamo","poddG","dG","poggi","poddGi","poddG","dG",0,1,"-"
"2878","polarizzare","polarizzo","polarizzo","polarizz","-","are","polarizz","-","polarizza","polarizza","polarizz","-","polarizziamo","polarizziamo","polarizz","-","polarizzi","polarizzi","polarizz","-",0,1,"-"
"2879","polemizzare","polemizzo","polemizzo","polemizz","-","are","polemizz","-","polemizza","polemizza","polemizz","-","polemizziamo","polemizziamo","polemizz","-","polemizzi","polemizzi","polemizz","-",0,1,"-"
"2880","policromare","policromo","polikromo","polikrom","-","are","polikrom","-","policroma","polikroma","polikrom","-","policromiamo","polikromiamo","polikrom","-","policromi","polikromi","polikrom","-",0,1,"-"
"2881","polimerizzare","polimerizzo","polimerizzo","polimerizz","-","are","polimerizz","-","polimerizza","polimerizza","polimerizz","-","polimerizziamo","polimerizziamo","polimerizz","-","polimerizzi","polimerizzi","polimerizz","-",0,1,"-"
"2882","politicizzare","politicizzo","polititSizzo","polititSizz","-","are","polititSizz","-","politicizza","polititSizza","polititSizz","-","politicizziamo","polititSizziamo","polititSizz","-","politicizzi","polititSizzi","polititSizz","-",0,1,"-"
"2883","pollare","pollo","pollo","poll","-","are","poll","-","polla","polla","poll","-","polliamo","polliamo","poll","-","polli","polli","poll","-",0,1,"-"
"2884","polverizzare","polverizzo","polverizzo","polverizz","-","are","polverizz","-","polverizza","polverizza","polverizz","-","polverizziamo","polverizziamo","polverizz","-","polverizzi","polverizzi","polverizz","-",0,1,"-"
"2885","pomiciare","pomicio","pomitSo","pomitS","tS","are","pomitS","tS","pomicia","pomitSa","pomitS","tS","pomiciamo","pomitSamo","pomitS","tS","pomici","pomitSi","pomitS","tS",0,1,"-"
"2886","pompare","pompo","pompo","pomp","-","are","pomp","-","pompa","pompa","pomp","-","pompiamo","pompiamo","pomp","-","pompi","pompi","pomp","-",0,1,"-"
"2887","ponderare","pondero","pondero","ponder","-","are","ponder","-","pondera","pondera","ponder","-","ponderiamo","ponderiamo","ponder","-","ponderi","ponderi","ponder","-",0,1,"-"
"2888","pontificare","pontifico","pontifiko","pontifik","k","are","pontifik","k","pontifica","pontifika","pontifik","k","pontifichiamo","pontifikiamo","pontifik","k","pontifichi","pontifiki","pontifik","k",0,1,"-"
"2889","ponzare","ponzo","ponzo","ponz","-","are","ponz","-","ponza","ponza","ponz","-","ponziamo","ponziamo","ponz","-","ponzi","ponzi","ponz","-",0,1,"-"
"2890","popolare","popolo","popolo","popol","-","are","popol","-","popola","popola","popol","-","popoliamo","popoliamo","popol","-","popoli","popoli","popol","-",0,1,"-"
"2891","popolarizzare","popolarizzo","popolarizzo","popolarizz","-","are","popolarizz","-","popolarizza","popolarizza","popolarizz","-","popolarizziamo","popolarizziamo","popolarizz","-","popolarizzi","popolarizzi","popolarizz","-",0,1,"-"
"2892","poppare","poppo","poppo","popp","-","are","popp","-","poppa","poppa","popp","-","poppiamo","poppiamo","popp","-","poppi","poppi","popp","-",0,1,"-"
"2893","portare","porto","porto","port","-","are","port","-","porta","porta","port","-","portiamo","portiamo","port","-","porti","porti","port","-",0,1,"-"
"2894","posare","poso","poso","pos","-","are","pos","-","posa","posa","pos","-","posiamo","posiamo","pos","-","posi","posi","pos","-",0,1,"-"
"2895","posdatare","posdato","posdato","posdat","-","are","posdat","-","posdata","posdata","posdat","-","posdatiamo","posdatiamo","posdat","-","posdati","posdati","posdat","-",0,1,"-"
"2896","posizionare","posiziono","posiziono","posizion","-","are","posizion","-","posiziona","posiziona","posizion","-","posizioniamo","posizioniamo","posizion","-","posizioni","posizioni","posizion","-",0,1,"-"
"2897","postare","posto","posto","post","-","are","post","-","posta","posta","post","-","postiamo","postiamo","post","-","posti","posti","post","-",0,1,"-"
"2898","postdatare","postdato","postdato","postdat","-","are","postdat","-","postdata","postdata","postdat","-","postdatiamo","postdatiamo","postdat","-","postdati","postdati","postdat","-",0,1,"-"
"2899","posteggiare","posteggio","posteddGo","posteddG","dG","are","posteddG","dG","posteggia","posteddGa","posteddG","dG","posteggiamo","posteddGamo","posteddG","dG","posteggi","posteddGi","posteddG","dG",0,1,"-"
"2900","postergare","postergo","postergo","posterg","g","are","posterg","g","posterga","posterga","posterg","g","posterghiamo","postergiamo","posterg","g","posterghi","postergi","posterg","g",0,1,"-"
"2901","posticipare","posticipo","postitSipo","postitSip","-","are","postitSip","-","posticipa","postitSipa","postitSip","-","posticipiamo","postitSipiamo","postitSip","-","posticipi","postitSipi","postitSip","-",0,1,"-"
"2902","postillare","postillo","postillo","postill","-","are","postill","-","postilla","postilla","postill","-","postilliamo","postilliamo","postill","-","postilli","postilli","postill","-",0,1,"-"
"2903","postulare","postulo","postulo","postul","-","are","postul","-","postula","postula","postul","-","postuliamo","postuliamo","postul","-","postuli","postuli","postul","-",0,1,"-"
"2904","potare","poto","poto","pot","-","are","pot","-","pota","pota","pot","-","potiamo","potiamo","pot","-","poti","poti","pot","-",0,1,"-"
"2905","potenziare","potenzio","potenzio","potenzi","-","are","potenzi","-","potenzia","potenzia","potenzi","-","potenziamo","potenziamo","potenzi","-","potenzi","potenzi","potenz","-",0,1,"-"
"2906","pranzare","pranzo","pranzo","pranz","-","are","pranz","-","pranza","pranza","pranz","-","pranziamo","pranziamo","pranz","-","pranzi","pranzi","pranz","-",0,1,"-"
"2907","praticare","pratico","pratiko","pratik","k","are","pratik","k","pratica","pratika","pratik","k","pratichiamo","pratikiamo","pratik","k","pratichi","pratiki","pratik","k",0,1,"-"
"2908","preannunciare","preannuncio","preannuntSo","preannuntS","tS","are","preannuntS","tS","preannuncia","preannuntSa","preannuntS","tS","preannunciamo","preannuntSamo","preannuntS","tS","preannunci","preannuntSi","preannuntS","tS",0,1,"-"
"2909","preannunziare","preannunzio","preannunzio","preannunzi","-","are","preannunzi","-","preannunzia","preannunzia","preannunzi","-","preannunziamo","preannunziamo","preannunzi","-","preannunzi","preannunzi","preannunz","-",0,1,"-"
"2910","preassemblare","preassemblo","preassemblo","preassembl","-","are","preassembl","-","preassembla","preassembla","preassembl","-","preassembliamo","preassembliamo","preassembl","-","preassembli","preassembli","preassembl","-",0,1,"-"
"2911","preavvisare","preavviso","preavviso","preavvis","-","are","preavvis","-","preavvisa","preavvisa","preavvis","-","preavvisiamo","preavvisiamo","preavvis","-","preavvisi","preavvisi","preavvis","-",0,1,"-"
"2912","precettare","precetto","pretSetto","pretSett","-","are","pretSett","-","precetta","pretSetta","pretSett","-","precettiamo","pretSettiamo","pretSett","-","precetti","pretSetti","pretSett","-",0,1,"-"
"2913","precipitare","precipito","pretSipito","pretSipit","-","are","pretSipit","-","precipita","pretSipita","pretSipit","-","precipitiamo","pretSipitiamo","pretSipit","-","precipiti","pretSipiti","pretSipit","-",0,1,"-"
"2914","precisare","preciso","pretSiso","pretSis","-","are","pretSis","-","precisa","pretSisa","pretSis","-","precisiamo","pretSisiamo","pretSis","-","precisi","pretSisi","pretSis","-",0,1,"-"
"2915","precitare","precito","pretSito","pretSit","-","are","pretSit","-","precita","pretSita","pretSit","-","precitiamo","pretSitiamo","pretSit","-","preciti","pretSiti","pretSit","-",0,1,"-"
"2916","preconfezionare","preconfeziono","prekonfeziono","prekonfezion","-","are","prekonfezion","-","preconfeziona","prekonfeziona","prekonfezion","-","preconfezioniamo","prekonfezioniamo","prekonfezion","-","preconfezioni","prekonfezioni","prekonfezion","-",0,1,"-"
"2917","preconizzare","preconizzo","prekonizzo","prekonizz","-","are","prekonizz","-","preconizza","prekonizza","prekonizz","-","preconizziamo","prekonizziamo","prekonizz","-","preconizzi","prekonizzi","prekonizz","-",0,1,"-"
"2918","predare","predo","predo","pred","-","are","pred","-","preda","preda","pred","-","prediamo","prediamo","pred","-","predi","predi","pred","-",0,1,"-"
"2919","predestinare","predestino","predestino","predestin","-","are","predestin","-","predestina","predestina","predestin","-","predestiniamo","predestiniamo","predestin","-","predestini","predestini","predestin","-",0,1,"-"
"2920","predeterminare","predetermino","predetermino","predetermin","-","are","predetermin","-","predetermina","predetermina","predetermin","-","predeterminiamo","predeterminiamo","predetermin","-","predetermini","predetermini","predetermin","-",0,1,"-"
"2921","predicare","predico","prediko","predik","k","are","predik","k","predica","predika","predik","k","predichiamo","predikiamo","predik","k","predichi","prediki","predik","k",0,1,"-"
"2922","predominare","predomino","predomino","predomin","-","are","predomin","-","predomina","predomina","predomin","-","predominiamo","predominiamo","predomin","-","predomini","predomini","predomin","-",0,1,"-"
"2923","prefabbricare","prefabbrico","prefabbriko","prefabbrik","k","are","prefabbrik","k","prefabbrica","prefabbrika","prefabbrik","k","prefabbrichiamo","prefabbrikiamo","prefabbrik","k","prefabbrichi","prefabbriki","prefabbrik","k",0,1,"-"
"2924","prefigurare","prefiguro","prefiguro","prefigur","-","are","prefigur","-","prefigura","prefigura","prefigur","-","prefiguriamo","prefiguriamo","prefigur","-","prefiguri","prefiguri","prefigur","-",0,1,"-"
"2925","prefinanziare","prefinanzio","prefinanzio","prefinanzi","-","are","prefinanzi","-","prefinanzia","prefinanzia","prefinanzi","-","prefinanziamo","prefinanziamo","prefinanzi","-","prefinanzi","prefinanzi","prefinanz","-",0,1,"-"
"2926","prefissare","prefisso","prefisso","prefiss","-","are","prefiss","-","prefissa","prefissa","prefiss","-","prefissiamo","prefissiamo","prefiss","-","prefissi","prefissi","prefiss","-",0,1,"-"
"2927","pregare","prego","prego","preg","g","are","preg","g","prega","prega","preg","g","preghiamo","pregiamo","preg","g","preghi","pregi","preg","g",0,1,"-"
"2928","pregiare","pregio","predGo","predG","dG","are","predG","dG","pregia","predGa","predG","dG","pregiamo","predGamo","predG","dG","pregi","predGi","predG","dG",0,1,"-"
"2929","pregiudicare","pregiudico","predGudiko","predGudik","k","are","predGudik","k","pregiudica","predGudika","predGudik","k","pregiudichiamo","predGudikiamo","predGudik","k","pregiudichi","predGudiki","predGudik","k",0,1,"-"
