"","lemma_morphit","form_1ps_ind","fonform_1ps_ind","fonroot_1ps_ind","pal_end_1ps_ind","conj","inf_root","pal_end_inf","form_3ps_ind","fonform_3ps_ind","fonroot_3ps_ind","pal_end_3ps_ind","form_1pp_ind","fonform_1pp_ind","fonroot_1pp_ind","pal_end_1pp_ind","form_1ps_sub","fonform_1ps_sub","fonroot_1ps_sub","pal_end_1ps_sub","L_morph","indpres_1s_eq_inf","fonroot_noinc_1ps_ind"
"2717","paganeggiare","paganeggio","paganeddGo","paganeddG","dG","are","paganeddG","dG","paganeggia","paganeddGa","paganeddG","dG","paganeggiamo","paganeddGamo","paganeddG","dG","paganeggi","paganeddGi","paganeddG","dG",0,1,"-"
"2718","pagare","pago","pago","pag","g","are","pag","g","paga","paga","pag","g","paghiamo","pagiamo","pag","g","paghi","pagi","pag","g",0,1,"-"
"2719","palare","palo","palo","pal","-","are","pal","-","pala","pala","pal","-","paliamo","paliamo","pal","-","pali","pali","pal","-",0,1,"-"
"2720","palesare","paleso","paleso","pales","-","are","pales","-","palesa","palesa","pales","-","palesiamo","palesiamo","pales","-","palesi","palesi","pales","-",0,1,"-"
"2721","palleggiare","palleggio","palleddGo","palleddG","dG","are","palleddG","dG","palleggia","palleddGa","palleddG","dG","palleggiamo","palleddGamo","palleddG","dG","palleggi","palleddGi","palleddG","dG",0,1,"-"
"2722","palliare","pallio","pallio","palli","-","are","palli","-","pallia","pallia","palli","-","palliamo","palliamo","palli","-","palli","palli","pall","-",0,1,"-"
"2723","palpare","palpo","palpo","palp","-","are","palp","-","palpa","palpa","palp","-","palpiamo","palpiamo","palp","-","palpi","palpi","palp","-",0,1,"-"
"2724","palpeggiare","palpeggio","palpeddGo","palpeddG","dG","are","palpeddG","dG","palpeggia","palpeddGa","palpeddG","dG","palpeggiamo","palpeddGamo","palpeddG","dG","palpeggi","palpeddGi","palpeddG","dG",0,1,"-"
"2725","palpitare","palpito","palpito","palpit","-","are","palpit","-","palpita","palpita","palpit","-","palpitiamo","palpitiamo","palpit","-","palpiti","palpiti","palpit","-",0,1,"-"
"2726","paludare","paludo","paludo","palud","-","are","palud","-","paluda","paluda","palud","-","paludiamo","paludiamo","palud","-","paludi","paludi","palud","-",0,1,"-"
"2727","panare","pano","pano","pan","-","are","pan","-","pana","pana","pan","-","paniamo","paniamo","pan","-","pani","pani","pan","-",0,1,"-"
"2728","panificare","panifico","panifiko","panifik","k","are","panifik","k","panifica","panifika","panifik","k","panifichiamo","panifikiamo","panifik","k","panifichi","panifiki","panifik","k",0,1,"-"
"2729","panneggiare","panneggio","panneddGo","panneddG","dG","are","panneddG","dG","panneggia","panneddGa","panneddG","dG","panneggiamo","panneddGamo","panneddG","dG","panneggi","panneddGi","panneddG","dG",0,1,"-"
"2730","papillare","papillo","papillo","papill","-","are","papill","-","papilla","papilla","papill","-","papilliamo","papilliamo","papill","-","papilli","papilli","papill","-",0,1,"-"
"2731","pappare","pappo","pappo","papp","-","are","papp","-","pappa","pappa","papp","-","pappiamo","pappiamo","papp","-","pappi","pappi","papp","-",0,1,"-"
"2732","paracadutare","paracaduto","parakaduto","parakadut","-","are","parakadut","-","paracaduta","parakaduta","parakadut","-","paracadutiamo","parakadutiamo","parakadut","-","paracaduti","parakaduti","parakadut","-",0,1,"-"
"2733","parafare","parafo","parafo","paraf","-","are","paraf","-","parafa","parafa","paraf","-","parafiamo","parafiamo","paraf","-","parafi","parafi","paraf","-",0,1,"-"
"2734","paraffinare","paraffino","paraffino","paraffin","-","are","paraffin","-","paraffina","paraffina","paraffin","-","paraffiniamo","paraffiniamo","paraffin","-","paraffini","paraffini","paraffin","-",0,1,"-"
"2735","parafrasare","parafraso","parafraso","parafras","-","are","parafras","-","parafrasa","parafrasa","parafras","-","parafrasiamo","parafrasiamo","parafras","-","parafrasi","parafrasi","parafras","-",0,1,"-"
"2736","paragonare","paragono","paragono","paragon","-","are","paragon","-","paragona","paragona","paragon","-","paragoniamo","paragoniamo","paragon","-","paragoni","paragoni","paragon","-",0,1,"-"
"2737","paragrafare","paragrafo","paragrafo","paragraf","-","are","paragraf","-","paragrafa","paragrafa","paragraf","-","paragrafiamo","paragrafiamo","paragraf","-","paragrafi","paragrafi","paragraf","-",0,1,"-"
"2738","paralizzare","paralizzo","paralizzo","paralizz","-","are","paralizz","-","paralizza","paralizza","paralizz","-","paralizziamo","paralizziamo","paralizz","-","paralizzi","paralizzi","paralizz","-",0,1,"-"
"2739","parare","paro","paro","par","-","are","par","-","para","para","par","-","pariamo","pariamo","par","-","pari","pari","par","-",0,1,"-"
"2740","parcare","parco","parko","park","k","are","park","k","parca","parka","park","k","parchiamo","parkiamo","park","k","parchi","parki","park","k",0,1,"-"
"2741","parcellare","parcello","partSello","partSell","-","are","partSell","-","parcella","partSella","partSell","-","parcelliamo","partSelliamo","partSell","-","parcelli","partSelli","partSell","-",0,1,"-"
"2742","parcheggiare","parcheggio","parkeddGo","parkeddG","dG","are","parkeddG","dG","parcheggia","parkeddGa","parkeddG","dG","parcheggiamo","parkeddGamo","parkeddG","dG","parcheggi","parkeddGi","parkeddG","dG",0,1,"-"
"2743","pareggiare","pareggio","pareddGo","pareddG","dG","are","pareddG","dG","pareggia","pareddGa","pareddG","dG","pareggiamo","pareddGamo","pareddG","dG","pareggi","pareddGi","pareddG","dG",0,1,"-"
"2744","parificare","parifico","parifiko","parifik","k","are","parifik","k","parifica","parifika","parifik","k","parifichiamo","parifikiamo","parifik","k","parifichi","parifiki","parifik","k",0,1,"-"
"2745","parlamentare","parlamento","parlamento","parlament","-","are","parlament","-","parlamenta","parlamenta","parlament","-","parlamentiamo","parlamentiamo","parlament","-","parlamenti","parlamenti","parlament","-",0,1,"-"
"2746","parlare","parlo","parlo","parl","-","are","parl","-","parla","parla","parl","-","parliamo","parliamo","parl","-","parli","parli","parl","-",0,1,"-"
"2747","parlottare","parlotto","parlotto","parlott","-","are","parlott","-","parlotta","parlotta","parlott","-","parlottiamo","parlottiamo","parlott","-","parlotti","parlotti","parlott","-",0,1,"-"
"2748","parodiare","parodio","parodio","parodi","-","are","parodi","-","parodia","parodia","parodi","-","parodiamo","parodiamo","parodi","-","parodi","parodi","parod","-",0,1,"-"
"2749","partecipare","partecipo","partetSipo","partetSip","-","are","partetSip","-","partecipa","partetSipa","partetSip","-","partecipiamo","partetSipiamo","partetSip","-","partecipi","partetSipi","partetSip","-",0,1,"-"
"2750","parteggiare","parteggio","parteddGo","parteddG","dG","are","parteddG","dG","parteggia","parteddGa","parteddG","dG","parteggiamo","parteddGamo","parteddG","dG","parteggi","parteddGi","parteddG","dG",0,1,"-"
"2751","particolareggiare","particolareggio","partikolareddGo","partikolareddG","dG","are","partikolareddG","dG","particolareggia","partikolareddGa","partikolareddG","dG","particolareggiamo","partikolareddGamo","partikolareddG","dG","particolareggi","partikolareddGi","partikolareddG","dG",0,1,"-"
"2752","pascolare","pascolo","paskolo","paskol","-","are","paskol","-","pascola","paskola","paskol","-","pascoliamo","paskoliamo","paskol","-","pascoli","paskoli","paskol","-",0,1,"-"
"2753","passare","passo","passo","pass","-","are","pass","-","passa","passa","pass","-","passiamo","passiamo","pass","-","passi","passi","pass","-",0,1,"-"
"2754","passeggiare","passeggio","passeddGo","passeddG","dG","are","passeddG","dG","passeggia","passeddGa","passeddG","dG","passeggiamo","passeddGamo","passeddG","dG","passeggi","passeddGi","passeddG","dG",0,1,"-"
