"","lemma_morphit","form_1ps_ind","fonform_1ps_ind","fonroot_1ps_ind","pal_end_1ps_ind","conj","inf_root","pal_end_inf","form_3ps_ind","fonform_3ps_ind","fonroot_3ps_ind","pal_end_3ps_ind","form_1pp_ind","fonform_1pp_ind","fonroot_1pp_ind","pal_end_1pp_ind","form_1ps_sub","fonform_1ps_sub","fonroot_1ps_sub","pal_end_1ps_sub","L_morph","indpres_1s_eq_inf","fonroot_noinc_1ps_ind"
"1","abbattere","abbatto","abbatto","abbatt","-","ere","abbatt","-","abbatte","abbatte","abbatt","-","abbattiamo","abbattiamo","abbatt","-","abbatta","abbatta","abbatt","-",0,1,"-"
"2","accadere","accado","akkado","akkad","-","ere","akkad","-","accade","akkade","akkad","-","accadiamo","akkadiamo","akkad","-","accada","akkada","akkad","-",0,1,"-"
"3","accedere","accedo","attSedo","attSed","-","ere","attSed","-","accede","attSede","attSed","-","accediamo","attSediamo","attSed","-","acceda","attSeda","attSed","-",0,1,"-"
"4","accendere","accendo","attSendo","attSend","-","ere","attSend","-","accende","attSende","attSend","-","accendiamo","attSendiamo","attSend","-","accenda","attSenda","attSend","-",0,1,"-"
"5","accingere","accingo","attSingo","attSing","ng","ere","attSindG","dG","accinge","attSindGe","attSindG","dG","accingiamo","attSindGamo","attSindG","dG","accinga","attSinga","attSing","ng",1,0,"-"
"6","accludere","accludo","akkludo","akklud","-","ere","akklud","-","acclude","akklude","akklud","-","accludiamo","akkludiamo","akklud","-","accluda","akkluda","akklud","-",0,1,"-"
"7","accogliere","accolgo","akkolgo","akkolg","lg","ere","akkoLL","LL","accoglie","akkoLLe","akkoLL","LL","accogliamo","akkoLLamo","akkoLL","LL","accolga","akkolga","akkolg","lg",1,0,"-"
"8","accondiscendere","accondiscendo","akkondiSSendo","akkondiSSend","-","ere","akkondiSSend","-","accondiscende","akkondiSSende","akkondiSSend","-","accondiscendiamo","akkondiSSendiamo","akkondiSSend","-","accondiscenda","akkondiSSenda","akkondiSSend","-",0,1,"-"
"9","accorgere","accorgo","akkorgo","akkorg","g","ere","akkordG","dG","accorge","akkordGe","akkordG","dG","accorgiamo","akkordGamo","akkordG","dG","accorga","akkorga","akkorg","g",1,0,"-"
"10","accorrere","accorro","akkorro","akkorr","-","ere","akkorr","-","accorre","akkorre","akkorr","-","accorriamo","akkorriamo","akkorr","-","accorra","akkorra","akkorr","-",0,1,"-"
"11","accrescere","accresco","akkresko","akkresk","k","ere","akkreSS","-","accresce","akkreSSe","akkreSS","-","accresciamo","akkreSSamo","akkreSS","-","accresca","akkreska","akkresk","k",1,0,"-"
"12","adempiere","adempio","adempio","adempi","-","ere","adempi","-","adempie","adempie","adempi","-","adempiiamo","adempiiamo","adempi","-","adempia","adempia","adempi","-",0,1,"-"
"13","adergere","adergo","adergo","aderg","g","ere","aderdG","dG","aderge","aderdGe","aderdG","dG","adergiamo","aderdGamo","aderdG","dG","aderga","aderga","aderg","g",1,0,"-"
"14","affiggere","affiggo","affiggo","affigg","g","ere","affiddG","dG","affigge","affiddGe","affiddG","dG","affiggiamo","affiddGamo","affiddG","dG","affigga","affigga","affigg","g",1,0,"-"
"15","affliggere","affliggo","affliggo","affligg","g","ere","affliddG","dG","affligge","affliddGe","affliddG","dG","affliggiamo","affliddGamo","affliddG","dG","affligga","affligga","affligg","g",1,0,"-"
"16","aggiungere","aggiungo","addGungo","addGung","ng","ere","addGundG","dG","aggiunge","addGundGe","addGundG","dG","aggiungiamo","addGundGamo","addGundG","dG","aggiunga","addGunga","addGung","ng",1,0,"-"
"17","alludere","alludo","alludo","allud","-","ere","allud","-","allude","allude","allud","-","alludiamo","alludiamo","allud","-","alluda","alluda","allud","-",0,1,"-"
"18","ammettere","ammetto","ammetto","ammett","-","ere","ammett","-","ammette","ammette","ammett","-","ammettiamo","ammettiamo","ammett","-","ammetta","ammetta","ammett","-",0,1,"-"
"19","annettere","annetto","annetto","annett","-","ere","annett","-","annette","annette","annett","-","annettiamo","annettiamo","annett","-","annetta","annetta","annett","-",0,1,"-"
"20","appartenere","appartengo","appartengo","apparteng","ng","ere","apparten","-","appartiene","appartiene","appartien","-","apparteniamo","apparteniamo","apparten","-","appartenga","appartenga","apparteng","ng",1,0,"-"
"21","appendere","appendo","appendo","append","-","ere","append","-","appende","appende","append","-","appendiamo","appendiamo","append","-","appenda","appenda","append","-",0,1,"-"
"22","apprendere","apprendo","apprendo","apprend","-","ere","apprend","-","apprende","apprende","apprend","-","apprendiamo","apprendiamo","apprend","-","apprenda","apprenda","apprend","-",0,1,"-"
"23","ardere","ardo","ardo","ard","-","ere","ard","-","arde","arde","ard","-","ardiamo","ardiamo","ard","-","arda","arda","ard","-",0,1,"-"
"24","arrendere","arrendo","arrendo","arrend","-","ere","arrend","-","arrende","arrende","arrend","-","arrendiamo","arrendiamo","arrend","-","arrenda","arrenda","arrend","-",0,1,"-"
"25","arridere","arrido","arrido","arrid","-","ere","arrid","-","arride","arride","arrid","-","arridiamo","arridiamo","arrid","-","arrida","arrida","arrid","-",0,1,"-"
"26","ascendere","ascendo","aSSendo","aSSend","-","ere","aSSend","-","ascende","aSSende","aSSend","-","ascendiamo","aSSendiamo","aSSend","-","ascenda","aSSenda","aSSend","-",0,1,"-"
"27","ascondere","ascondo","askondo","askond","-","ere","askond","-","asconde","askonde","askond","-","ascondiamo","askondiamo","askond","-","asconda","askonda","askond","-",0,1,"-"
"28","ascrivere","ascrivo","askrivo","askriv","-","ere","askriv","-","ascrive","askrive","askriv","-","ascriviamo","askriviamo","askriv","-","ascriva","askriva","askriv","-",0,1,"-"
"29","aspergere","aspergo","aspergo","asperg","g","ere","asperdG","dG","asperge","asperdGe","asperdG","dG","aspergiamo","asperdGamo","asperdG","dG","asperga","asperga","asperg","g",1,0,"-"
"30","assidere","assido","assido","assid","-","ere","assid","-","asside","asside","assid","-","assidiamo","assidiamo","assid","-","assida","assida","assid","-",0,1,"-"
"31","assistere","assisto","assisto","assist","-","ere","assist","-","assiste","assiste","assist","-","assistiamo","assistiamo","assist","-","assista","assista","assist","-",0,1,"-"
"32","assolvere","assolvo","assolvo","assolv","-","ere","assolv","-","assolve","assolve","assolv","-","assolviamo","assolviamo","assolv","-","assolva","assolva","assolv","-",0,1,"-"
"33","assumere","assumo","assumo","assum","-","ere","assum","-","assume","assume","assum","-","assumiamo","assumiamo","assum","-","assuma","assuma","assum","-",0,1,"-"
"34","assurgere","assurgo","assurgo","assurg","g","ere","assurdG","dG","assurge","assurdGe","assurdG","dG","assurgiamo","assurdGamo","assurdG","dG","assurga","assurga","assurg","g",1,0,"-"
"35","astenere","astengo","astengo","asteng","ng","ere","asten","-","astiene","astiene","astien","-","asteniamo","asteniamo","asten","-","astenga","astenga","asteng","ng",1,0,"-"
"36","astringere","astringo","astringo","astring","ng","ere","astrindG","dG","astringe","astrindGe","astrindG","dG","astringiamo","astrindGamo","astrindG","dG","astringa","astringa","astring","ng",1,0,"-"
"37","attendere","attendo","attendo","attend","-","ere","attend","-","attende","attende","attend","-","attendiamo","attendiamo","attend","-","attenda","attenda","attend","-",0,1,"-"
"38","attenere","attengo","attengo","atteng","ng","ere","atten","-","attiene","attiene","attien","-","atteniamo","atteniamo","atten","-","attenga","attenga","atteng","ng",1,0,"-"
"39","attingere","attingo","attingo","atting","ng","ere","attindG","dG","attinge","attindGe","attindG","dG","attingiamo","attindGamo","attindG","dG","attinga","attinga","atting","ng",1,0,"-"
"40","attorcere","attorco","attorko","attork","k","ere","attortS","tS","attorce","attortSe","attortS","tS","attorciamo","attortSamo","attortS","tS","attorca","attorka","attork","k",1,0,"-"
"41","autoassolvere","autoassolvo","autoassolvo","autoassolv","-","ere","autoassolv","-","autoassolve","autoassolve","autoassolv","-","autoassolviamo","autoassolviamo","autoassolv","-","autoassolva","autoassolva","autoassolv","-",0,1,"-"
"42","autocompiacere","autocompiaco","autokompiako","autokompiak","k","ere","autokompiatS","tS","autocompiace","autokompiatSe","autokompiatS","tS","autocompiaciamo","autokompiatSamo","autokompiatS","tS","autocompiaca","autokompiaka","autokompiak","k",1,0,"-"
"43","autoconvincere","autoconvinco","autokonvinko","autokonvink","k","ere","autokonvintS","tS","autoconvince","autokonvintSe","autokonvintS","tS","autoconvinciamo","autokonvintSamo","autokonvintS","tS","autoconvinca","autokonvinka","autokonvink","k",1,0,"-"
"44","autocorreggere","autocorreggo","autokorreggo","autokorregg","g","ere","autokorreddG","dG","autocorregge","autokorreddGe","autokorreddG","dG","autocorreggiamo","autokorreddGamo","autokorreddG","dG","autocorregga","autokorregga","autokorregg","g",1,0,"-"
"45","autodifendere","autodifendo","autodifendo","autodifend","-","ere","autodifend","-","autodifende","autodifende","autodifend","-","autodifendiamo","autodifendiamo","autodifend","-","autodifenda","autodifenda","autodifend","-",0,1,"-"
"46","autodirigere","autodirigo","autodirigo","autodirig","g","ere","autodiridG","dG","autodirige","autodiridGe","autodiridG","dG","autodirigiamo","autodiridGamo","autodiridG","dG","autodiriga","autodiriga","autodirig","g",1,0,"-"
"47","autodistruggere","autodistruggo","autodistruggo","autodistrugg","g","ere","autodistruddG","dG","autodistrugge","autodistruddGe","autodistruddG","dG","autodistruggiamo","autodistruddGamo","autodistruddG","dG","autodistrugga","autodistrugga","autodistrugg","g",1,0,"-"
"48","autoerigere","autoerigo","autoerigo","autoerig","g","ere","autoeridG","dG","autoerige","autoeridGe","autoeridG","dG","autoerigiamo","autoeridGamo","autoeridG","dG","autoeriga","autoeriga","autoerig","g",1,0,"-"
"49","autoescludere","autoescludo","autoeskludo","autoesklud","-","ere","autoesklud","-","autoesclude","autoesklude","autoesklud","-","autoescludiamo","autoeskludiamo","autoesklud","-","autoescluda","autoeskluda","autoesklud","-",0,1,"-"
"50","autoinfliggere","autoinfliggo","autoinfliggo","autoinfligg","g","ere","autoinfliddG","dG","autoinfligge","autoinfliddGe","autoinfliddG","dG","autoinfliggiamo","autoinfliddGamo","autoinfliddG","dG","autoinfligga","autoinfligga","autoinfligg","g",1,0,"-"
"51","autopromuovere","autopromuovo","autopromuovo","autopromuov","-","ere","autopromuov","-","autopromuove","autopromuove","autopromuov","-","autopromuoviamo","autopromuoviamo","autopromuov","-","autopromuova","autopromuova","autopromuov","-",0,1,"-"
"52","autoredimere","autoredimo","autoredimo","autoredim","-","ere","autoredim","-","autoredime","autoredime","autoredim","-","autoredimiamo","autoredimiamo","autoredim","-","autoredima","autoredima","autoredim","-",0,1,"-"
"53","autoritrasmettere","autoritrasmetto","autoritrasmetto","autoritrasmett","-","ere","autoritrasmett","-","autoritrasmette","autoritrasmette","autoritrasmett","-","autoritrasmettiamo","autoritrasmettiamo","autoritrasmett","-","autoritrasmetta","autoritrasmetta","autoritrasmett","-",0,1,"-"
"54","autosciogliere","autosciolgo","autoSSolgo","autoSSolg","lg","ere","autoSSoLL","LL","autoscioglie","autoSSoLLe","autoSSoLL","LL","autosciogliamo","autoSSoLLamo","autoSSoLL","LL","autosciolga","autoSSolga","autoSSolg","lg",1,0,"-"
"55","autosospendere","autosospendo","autosospendo","autosospend","-","ere","autosospend","-","autosospende","autosospende","autosospend","-","autosospendiamo","autosospendiamo","autosospend","-","autosospenda","autosospenda","autosospend","-",0,1,"-"
"56","autosostenere","autosostengo","autosostengo","autososteng","ng","ere","autososten","-","autosostiene","autosostiene","autosostien","-","autososteniamo","autososteniamo","autososten","-","autosostenga","autosostenga","autososteng","ng",1,0,"-"
"57","autospendere","autospendo","autospendo","autospend","-","ere","autospend","-","autospende","autospende","autospend","-","autospendiamo","autospendiamo","autospend","-","autospenda","autospenda","autospend","-",0,1,"-"
"58","avellere","avello","avello","avell","-","ere","avell","-","avelle","avelle","avell","-","avelliamo","avelliamo","avell","-","avella","avella","avell","-",0,1,"-"
"59","avere","ho","ho","h","-","ere","av","-","ha","ha","h","-","abbiamo","abbiamo","","-","abbia","abbia","abbi","-",0,0,"-"
"60","avvalere","avvalgo","avvalgo","avvalg","lg","ere","avval","-","avvale","avvale","avval","-","avvaliamo","avvaliamo","avval","-","avvalga","avvalga","avvalg","lg",1,0,"-"
"61","avvedere","avvedo","avvedo","avved","-","ere","avved","-","avvede","avvede","avved","-","avvediamo","avvediamo","avved","-","avveda","avveda","avved","-",0,1,"-"
"62","avvincere","avvinco","avvinko","avvink","k","ere","avvintS","tS","avvince","avvintSe","avvintS","tS","avvinciamo","avvintSamo","avvintS","tS","avvinca","avvinka","avvink","k",1,0,"-"
"63","avvolgere","avvolgo","avvolgo","avvolg","lg","ere","avvoldG","dG","avvolge","avvoldGe","avvoldG","dG","avvolgiamo","avvoldGamo","avvoldG","dG","avvolga","avvolga","avvolg","lg",1,0,"-"
"64","battere","batto","batto","batt","-","ere","batt","-","batte","batte","batt","-","battiamo","battiamo","batt","-","batta","batta","batt","-",0,1,"-"
"65","benvolere","benvoglio","benvoLLo","benvoLL","LL","ere","benvol","-","benvuole","benvuole","benvuol","-","benvogliamo","benvoLLamo","","-","benvoglia","benvoLLa","benvoLL","LL",1,0,"-"
"66","bere","bevo","bevo","bev","-","ere","b","-","beve","beve","bev","-","beviamo","beviamo","b","-","beva","beva","bev","-",0,0,"-"
"67","cadere","cado","kado","kad","-","ere","kad","-","cade","kade","kad","-","cadiamo","kadiamo","kad","-","cada","kada","kad","-",0,1,"-"
"68","capere","capo","kapo","kap","-","ere","kap","-","cape","kape","kap","-","capiamo","kapiamo","kap","-","capa","kapa","kap","-",0,1,"-"
"69","capovolgere","capovolgo","kapovolgo","kapovolg","lg","ere","kapovoldG","dG","capovolge","kapovoldGe","kapovoldG","dG","capovolgiamo","kapovoldGamo","kapovoldG","dG","capovolga","kapovolga","kapovolg","lg",1,0,"-"
"70","cedere","cedo","tSedo","tSed","-","ere","tSed","-","cede","tSede","tSed","-","cediamo","tSediamo","tSed","-","ceda","tSeda","tSed","-",0,1,"-"
"71","cernere","cerno","tSerno","tSern","-","ere","tSern","-","cerne","tSerne","tSern","-","cerniamo","tSerniamo","tSern","-","cerna","tSerna","tSern","-",0,1,"-"
"72","chiedere","chiedo","kiedo","kied","-","ere","kied","-","chiede","kiede","kied","-","chiediamo","kiediamo","kied","-","chieda","kieda","kied","-",0,1,"-"
"73","chiudere","chiudo","kiudo","kiud","-","ere","kiud","-","chiude","kiude","kiud","-","chiudiamo","kiudiamo","kiud","-","chiuda","kiuda","kiud","-",0,1,"-"
"74","cingere","cingo","tSingo","tSing","ng","ere","tSindG","dG","cinge","tSindGe","tSindG","dG","cingiamo","tSindGamo","tSindG","dG","cinga","tSinga","tSing","ng",1,0,"-"
"75","circoncidere","circoncido","tSirkontSido","tSirkontSid","-","ere","tSirkontSid","-","circoncide","tSirkontSide","tSirkontSid","-","circoncidiamo","tSirkontSidiamo","tSirkontSid","-","circoncida","tSirkontSida","tSirkontSid","-",0,1,"-"
"76","circonfondere","circonfondo","tSirkonfondo","tSirkonfond","-","ere","tSirkonfond","-","circonfonde","tSirkonfonde","tSirkonfond","-","circonfondiamo","tSirkonfondiamo","tSirkonfond","-","circonfonda","tSirkonfonda","tSirkonfond","-",0,1,"-"
"77","circoscrivere","circoscrivo","tSirkoskrivo","tSirkoskriv","-","ere","tSirkoskriv","-","circoscrive","tSirkoskrive","tSirkoskriv","-","circoscriviamo","tSirkoskriviamo","tSirkoskriv","-","circoscriva","tSirkoskriva","tSirkoskriv","-",0,1,"-"
"78","co-presiedere","co-presiedo","ko-presiedo","ko-presied","-","ere","ko-presied","-","co-presiede","ko-presiede","ko-presied","-","co-presiediamo","ko-presiediamo","ko-presied","-","co-presieda","ko-presieda","ko-presied","-",0,1,"-"
"79","coesistere","coesisto","koesisto","koesist","-","ere","koesist","-","coesiste","koesiste","koesist","-","coesistiamo","koesistiamo","koesist","-","coesista","koesista","koesist","-",0,1,"-"
"80","cogliere","colgo","kolgo","kolg","lg","ere","koLL","LL","coglie","koLLe","koLL","LL","cogliamo","koLLamo","koLL","LL","colga","kolga","kolg","lg",1,0,"-"
"81","coincidere","coincido","kointSido","kointSid","-","ere","kointSid","-","coincide","kointSide","kointSid","-","coincidiamo","kointSidiamo","kointSid","-","coincida","kointSida","kointSid","-",0,1,"-"
"82","coinvolgere","coinvolgo","koinvolgo","koinvolg","lg","ere","koinvoldG","dG","coinvolge","koinvoldGe","koinvoldG","dG","coinvolgiamo","koinvoldGamo","koinvoldG","dG","coinvolga","koinvolga","koinvolg","lg",1,0,"-"
"83","collidere","collido","kollido","kollid","-","ere","kollid","-","collide","kollide","kollid","-","collidiamo","kollidiamo","kollid","-","collida","kollida","kollid","-",0,1,"-"
"84","colludere","colludo","kolludo","kollud","-","ere","kollud","-","collude","kollude","kollud","-","colludiamo","kolludiamo","kollud","-","colluda","kolluda","kollud","-",0,1,"-"
"85","combattere","combatto","kombatto","kombatt","-","ere","kombatt","-","combatte","kombatte","kombatt","-","combattiamo","kombattiamo","kombatt","-","combatta","kombatta","kombatt","-",0,1,"-"
"86","commettere","commetto","kommetto","kommett","-","ere","kommett","-","commette","kommette","kommett","-","commettiamo","kommettiamo","kommett","-","commetta","kommetta","kommett","-",0,1,"-"
"87","commuovere","commuovo","kommuovo","kommuov","-","ere","kommuov","-","commuove","kommuove","kommuov","-","commuoviamo","kommuoviamo","kommuov","-","commuova","kommuova","kommuov","-",0,1,"-"
"88","competere","competo","kompeto","kompet","-","ere","kompet","-","compete","kompete","kompet","-","competiamo","kompetiamo","kompet","-","competa","kompeta","kompet","-",0,1,"-"
"89","compiacere","compiaccio","kompiattSo","kompiattS","tS","ere","kompiatS","tS","compiace","kompiatSe","kompiatS","tS","compiacciamo","kompiattSamo","","-","compiaccia","kompiattSa","kompiattS","tS",1,0,"-"
"90","compiangere","compiango","kompiango","kompiang","ng","ere","kompiandG","dG","compiange","kompiandGe","kompiandG","dG","compiangiamo","kompiandGamo","kompiandG","dG","compianga","kompianga","kompiang","ng",1,0,"-"
"91","compiere","compio","kompio","kompi","-","ere","kompi","-","compie","kompie","kompi","-","compiamo","kompiamo","kompi","-","compia","kompia","kompi","-",0,1,"-"
"92","compravendere","compravendo","kompravendo","kompravend","-","ere","kompravend","-","compravende","kompravende","kompravend","-","compravendiamo","kompravendiamo","kompravend","-","compravenda","kompravenda","kompravend","-",0,1,"-"
"93","comprendere","comprendo","komprendo","komprend","-","ere","komprend","-","comprende","komprende","komprend","-","comprendiamo","komprendiamo","komprend","-","comprenda","komprenda","komprend","-",0,1,"-"
"94","comprimere","comprimo","komprimo","komprim","-","ere","komprim","-","comprime","komprime","komprim","-","comprimiamo","komprimiamo","komprim","-","comprima","komprima","komprim","-",0,1,"-"
"95","compromettere","comprometto","komprometto","kompromett","-","ere","kompromett","-","compromette","kompromette","kompromett","-","compromettiamo","kompromettiamo","kompromett","-","comprometta","komprometta","kompromett","-",0,1,"-"
"96","compungere","compungo","kompungo","kompung","ng","ere","kompundG","dG","compunge","kompundGe","kompundG","dG","compungiamo","kompundGamo","kompundG","dG","compunga","kompunga","kompung","ng",1,0,"-"
"97","concedere","concedo","kontSedo","kontSed","-","ere","kontSed","-","concede","kontSede","kontSed","-","concediamo","kontSediamo","kontSed","-","conceda","kontSeda","kontSed","-",0,1,"-"
"98","concernere","concerno","kontSerno","kontSern","-","ere","kontSern","-","concerne","kontSerne","kontSern","-","concerniamo","kontSerniamo","kontSern","-","concerna","kontSerna","kontSern","-",0,1,"-"
"99","conchiudere","conchiudo","konkiudo","konkiud","-","ere","konkiud","-","conchiude","konkiude","konkiud","-","conchiudiamo","konkiudiamo","konkiud","-","conchiuda","konkiuda","konkiud","-",0,1,"-"
"100","concludere","concludo","konkludo","konklud","-","ere","konklud","-","conclude","konklude","konklud","-","concludiamo","konkludiamo","konklud","-","concluda","konkluda","konklud","-",0,1,"-"
"101","concorrere","concorro","konkorro","konkorr","-","ere","konkorr","-","concorre","konkorre","konkorr","-","concorriamo","konkorriamo","konkorr","-","concorra","konkorra","konkorr","-",0,1,"-"
"102","condiscendere","condiscendo","kondiSSendo","kondiSSend","-","ere","kondiSSend","-","condiscende","kondiSSende","kondiSSend","-","condiscendiamo","kondiSSendiamo","kondiSSend","-","condiscenda","kondiSSenda","kondiSSend","-",0,1,"-"
"103","condividere","condivido","kondivido","kondivid","-","ere","kondivid","-","condivide","kondivide","kondivid","-","condividiamo","kondividiamo","kondivid","-","condivida","kondivida","kondivid","-",0,1,"-"
"104","condolere","condolo","kondolo","kondol","-","ere","kondol","-","condole","kondole","kondol","-","condoliamo","kondoliamo","kondol","-","condola","kondola","kondol","-",0,1,"-"
"105","configgere","configgo","konfiggo","konfigg","g","ere","konfiddG","dG","configge","konfiddGe","konfiddG","dG","configgiamo","konfiddGamo","konfiddG","dG","configga","konfigga","konfigg","g",1,0,"-"
"106","confliggere","confliggo","konfliggo","konfligg","g","ere","konfliddG","dG","confligge","konfliddGe","konfliddG","dG","confliggiamo","konfliddGamo","konfliddG","dG","confligga","konfligga","konfligg","g",1,0,"-"
"107","confondere","confondo","konfondo","konfond","-","ere","konfond","-","confonde","konfonde","konfond","-","confondiamo","konfondiamo","konfond","-","confonda","konfonda","konfond","-",0,1,"-"
"108","congenere","congengo","kondGengo","kondGeng","ng","ere","kondGen","-","congene","kondGene","kondGen","-","congeniamo","kondGeniamo","kondGen","-","congenga","kondGenga","kondGeng","ng",1,0,"-"
"109","congiungere","congiungo","kondGungo","kondGung","ng","ere","kondGundG","dG","congiunge","kondGundGe","kondGundG","dG","congiungiamo","kondGundGamo","kondGundG","dG","congiunga","kondGunga","kondGung","ng",1,0,"-"
"110","connettere","connetto","konnetto","konnett","-","ere","konnett","-","connette","konnette","konnett","-","connettiamo","konnettiamo","konnett","-","connetta","konnetta","konnett","-",0,1,"-"
"111","conoscere","conosco","konosko","konosk","k","ere","konoSS","-","conosce","konoSSe","konoSS","-","conosciamo","konoSSamo","konoSS","-","conosca","konoska","konosk","k",1,0,"-"
"112","conquidere","conquido","konquido","konquid","-","ere","konquid","-","conquide","konquide","konquid","-","conquidiamo","konquidiamo","konquid","-","conquida","konquida","konquid","-",0,1,"-"
"113","consistere","consisto","konsisto","konsist","-","ere","konsist","-","consiste","konsiste","konsist","-","consistiamo","konsistiamo","konsist","-","consista","konsista","konsist","-",0,1,"-"
"114","contendere","contendo","kontendo","kontend","-","ere","kontend","-","contende","kontende","kontend","-","contendiamo","kontendiamo","kontend","-","contenda","kontenda","kontend","-",0,1,"-"
"115","contenere","contengo","kontengo","konteng","ng","ere","konten","-","contiene","kontiene","kontien","-","conteniamo","konteniamo","konten","-","contenga","kontenga","konteng","ng",1,0,"-"
"116","contessere","contesso","kontesso","kontess","-","ere","kontess","-","contesse","kontesse","kontess","-","contessiamo","kontessiamo","kontess","-","contessa","kontessa","kontess","-",0,1,"-"
"117","contorcere","contorco","kontorko","kontork","k","ere","kontortS","tS","contorce","kontortSe","kontortS","tS","contorciamo","kontortSamo","kontortS","tS","contorca","kontorka","kontork","k",1,0,"-"
"118","contraddistinguere","contraddistinguo","kontraddistinguo","kontraddistingu","-","ere","kontraddistingu","-","contraddistingue","kontraddistingue","kontraddistingu","-","contraddistinguiamo","kontraddistinguiamo","kontraddistingu","-","contraddistingua","kontraddistingua","kontraddistingu","-",0,1,"-"
"119","controbattere","controbatto","kontrobatto","kontrobatt","-","ere","kontrobatt","-","controbatte","kontrobatte","kontrobatt","-","controbattiamo","kontrobattiamo","kontrobatt","-","controbatta","kontrobatta","kontrobatt","-",0,1,"-"
"120","controvertere","controverto","kontroverto","kontrovert","-","ere","kontrovert","-","controverte","kontroverte","kontrovert","-","controvertiamo","kontrovertiamo","kontrovert","-","controverta","kontroverta","kontrovert","-",0,1,"-"
"121","contundere","contundo","kontundo","kontund","-","ere","kontund","-","contunde","kontunde","kontund","-","contundiamo","kontundiamo","kontund","-","contunda","kontunda","kontund","-",0,1,"-"
"122","convergere","convergo","konvergo","konverg","g","ere","konverdG","dG","converge","konverdGe","konverdG","dG","convergiamo","konverdGamo","konverdG","dG","converga","konverga","konverg","g",1,0,"-"
"123","convincere","convinco","konvinko","konvink","k","ere","konvintS","tS","convince","konvintSe","konvintS","tS","convinciamo","konvintSamo","konvintS","tS","convinca","konvinka","konvink","k",1,0,"-"
"124","convivere","convivo","konvivo","konviv","-","ere","konviv","-","convive","konvive","konviv","-","conviviamo","konviviamo","konviv","-","conviva","konviva","konviv","-",0,1,"-"
"125","correggere","correggo","korreggo","korregg","g","ere","korreddG","dG","corregge","korreddGe","korreddG","dG","correggiamo","korreddGamo","korreddG","dG","corregga","korregga","korregg","g",1,0,"-"
"126","correre","corro","korro","korr","-","ere","korr","-","corre","korre","korr","-","corriamo","korriamo","korr","-","corra","korra","korr","-",0,1,"-"
"127","corrispondere","corrispondo","korrispondo","korrispond","-","ere","korrispond","-","corrisponde","korrisponde","korrispond","-","corrispondiamo","korrispondiamo","korrispond","-","corrisponda","korrisponda","korrispond","-",0,1,"-"
"128","corrodere","corrodo","korrodo","korrod","-","ere","korrod","-","corrode","korrode","korrod","-","corrodiamo","korrodiamo","korrod","-","corroda","korroda","korrod","-",0,1,"-"
"129","corrompere","corrompo","korrompo","korromp","-","ere","korromp","-","corrompe","korrompe","korromp","-","corrompiamo","korrompiamo","korromp","-","corrompa","korrompa","korromp","-",0,1,"-"
"130","coscrivere","coscrivo","koskrivo","koskriv","-","ere","koskriv","-","coscrive","koskrive","koskriv","-","coscriviamo","koskriviamo","koskriv","-","coscriva","koskriva","koskriv","-",0,1,"-"
"131","cospargere","cospargo","kospargo","kosparg","g","ere","kospardG","dG","cosparge","kospardGe","kospardG","dG","cospargiamo","kospardGamo","kospardG","dG","cosparga","kosparga","kosparg","g",1,0,"-"
"132","costringere","costringo","kostringo","kostring","ng","ere","kostrindG","dG","costringe","kostrindGe","kostrindG","dG","costringiamo","kostrindGamo","kostrindG","dG","costringa","kostringa","kostring","ng",1,0,"-"
"133","credere","credo","kredo","kred","-","ere","kred","-","crede","krede","kred","-","crediamo","krediamo","kred","-","creda","kreda","kred","-",0,1,"-"
"134","crescere","cresco","kresko","kresk","k","ere","kreSS","-","cresce","kreSSe","kreSS","-","cresciamo","kreSSamo","kreSS","-","cresca","kreska","kresk","k",1,0,"-"
"135","crocefiggere","crocefiggo","krotSefiggo","krotSefigg","g","ere","krotSefiddG","dG","crocefigge","krotSefiddGe","krotSefiddG","dG","crocefiggiamo","krotSefiddGamo","krotSefiddG","dG","crocefigga","krotSefigga","krotSefigg","g",1,0,"-"
"136","crocifiggere","crocifiggo","krotSifiggo","krotSifigg","g","ere","krotSifiddG","dG","crocifigge","krotSifiddGe","krotSifiddG","dG","crocifiggiamo","krotSifiddGamo","krotSifiddG","dG","crocifigga","krotSifigga","krotSifigg","g",1,0,"-"
"137","cuocere","cuocio","kuotSo","kuotS","tS","ere","kuotS","tS","cuoce","kuotSe","kuotS","tS","cuociamo","kuotSamo","kuotS","tS","cuocia","kuotSa","kuotS","tS",0,1,"-"
"138","dattiloscrivere","dattiloscrivo","dattiloskrivo","dattiloskriv","-","ere","dattiloskriv","-","dattiloscrive","dattiloskrive","dattiloskriv","-","dattiloscriviamo","dattiloskriviamo","dattiloskriv","-","dattiloscriva","dattiloskriva","dattiloskriv","-",0,1,"-"
"139","decadere","decado","dekado","dekad","-","ere","dekad","-","decade","dekade","dekad","-","decadiamo","dekadiamo","dekad","-","decada","dekada","dekad","-",0,1,"-"
"140","decedere","decedo","detSedo","detSed","-","ere","detSed","-","decede","detSede","detSed","-","decediamo","detSediamo","detSed","-","deceda","detSeda","detSed","-",0,1,"-"
"141","decidere","decido","detSido","detSid","-","ere","detSid","-","decide","detSide","detSid","-","decidiamo","detSidiamo","detSid","-","decida","detSida","detSid","-",0,1,"-"
